CoreID,Species,Depth_centre_slice,Dry_bulk_density,Organic_carbon
AHS1,Halodule uninervis,12.9375,1.21,0.24
AHS1,Halodule uninervis,14.0625,1.26,0.22
AHS1,Halodule uninervis,15.1875,1.26,0.2
AHS1,Halodule uninervis,16.3125,1.12,0.17
AHS1,Halodule uninervis,17.4375,1.21,0.17
AHS1,Halodule uninervis,18.5625,1.34,0.2
AHS1,Halodule uninervis,19.6875,1.28,0.2
AHS1,Halodule uninervis,20.8125,1.52,0.15
AHS1,Halodule uninervis,21.9375,1.43,0.14
AHS1,Halodule uninervis,23.0625,1.45,0.13
AHS1,Halodule uninervis,24.1875,1.56,0.12
AHS1,Halodule uninervis,25.3125,1.17,0.14
AHS1,Halodule uninervis,26.4375,1.33,0.17
AHS1,Halodule uninervis,27.5625,1.31,0.16
AHS1,Halodule uninervis,28.6875,1.38,0.15
AHS1,Halodule uninervis,29.8125,1.45,0.14
AHS1,Halodule uninervis,30.9375,1.13,0.13
AHS1,Halodule uninervis,32.0625,1.38,0.13
AHS1,Halodule uninervis,33.1875,1.45,0.13
AHS1,Halodule uninervis,34.3125,1.41,0.13
AHS1,Halodule uninervis,35.4375,1.46,0.14
AHS1,Halodule uninervis,36.5625,1.82,0.14
AHS1,Halodule uninervis,37.6875,1.31,0.14
AHS1,Halodule uninervis,38.8125,1.3,0.13
AHS1,Halodule uninervis,39.9375,1.4,0.12
AHS1,Halodule uninervis,41.0625,1.14,0.13
AHS1,Halodule uninervis,42.1875,1.55,0.14
AHS1,Halodule uninervis,43.3125,1.2,0.14
AHS1,Halodule uninervis,44.4375,1.3,0.13
AHS1,Halodule uninervis,45.5625,1.45,0.13
AHS1,Halodule uninervis,46.6875,1.36,0.13
AHS1,Halodule uninervis,47.8125,1.31,0.14
AHS1,Halodule uninervis,48.9375,1.31,0.16
AHS1,Halodule uninervis,50.0625,1.4,0.16
Bracui 1,Halodule uninervis (?),0,1.06,0.1
Bracui 1,Halodule uninervis (?),3,1.19,0.09
Bracui 1,Halodule uninervis (?),12,1.23,0.08
Bracui 1,Halodule uninervis (?),21,1.05,0.1
Bracui 1,Halodule uninervis (?),30,1.05,0.46
Bracui 1,Halodule uninervis (?),39,0.98,0.73
Bracui 1,Halodule uninervis (?),54,0.98,0.81
Bracui 2,Halodule uninervis (?),0,0.72,0.69
Bracui 2,Halodule uninervis (?),3,1.1,0.57
Bracui 2,Halodule uninervis (?),12,1.16,0.28
Bracui 2,Halodule uninervis (?),21,1.13,0.3
Bracui 2,Halodule uninervis (?),30,1.01,0.66
Bracui 2,Halodule uninervis (?),39,1.01,0.61
Bracui 2,Halodule uninervis (?),54,1.05,0.76
Ilha Grande 1,Halodule uninervis (?),0,0.81,0.48
Ilha Grande 1,Halodule uninervis (?),10,0.96,1.44
Ilha Grande 1,Halodule uninervis (?),20,0.85,1.15
Ilha Grande 1,Halodule uninervis (?),30,1.13,1.39
Ilha Grande 1,Halodule uninervis (?),40,1.1,0.89
Ilha Grande 1,Halodule uninervis (?),50,1.13,0.87
Ilha Grande 2,Halodule uninervis (?),0,1.14,0.26
Ilha Grande 2,Halodule uninervis (?),10,1.23,0.32
Ilha Grande 2,Halodule uninervis (?),20,0.73,0.59
Ilha Grande 2,Halodule uninervis (?),30,0.86,1.06
Ilha Grande 2,Halodule uninervis (?),40,0.98,1.78
Ilha Grande 2,Halodule uninervis (?),50,0.81,1.58
Ilha do Japones 1,Halodule uninervis (?),0,1.01,0.29
Ilha do Japones 1,Halodule uninervis (?),3,1.39,0.49
Ilha do Japones 1,Halodule uninervis (?),12,1.39,0.32
Ilha do Japones 1,Halodule uninervis (?),21,1.33,0.15
Ilha do Japones 1,Halodule uninervis (?),30,1.31,0.14
Ilha do Japones 1,Halodule uninervis (?),39,1.35,0.19
Ilha do Japones 1,Halodule uninervis (?),48,1.43,0.2
Ilha do Japones 1,Halodule uninervis (?),57,1.34,0.19
Ilha do Japones 2,Halodule uninervis (?),0,0.91,0.34
Ilha do Japones 2,Halodule uninervis (?),3,1.02,0.55
Ilha do Japones 2,Halodule uninervis (?),12,1.23,0.5
Ilha do Japones 2,Halodule uninervis (?),21,1.33,0.36
Ilha do Japones 2,Halodule uninervis (?),30,1.32,0.49
Ilha do Japones 2,Halodule uninervis (?),42,1.33,0.35
Ilha do Japones 2,Halodule uninervis (?),54,1.34,0.44
Praia da Ferradura,Halodule uninervis (?),0,1.36,1.12
Praia da Ferradura,Halodule uninervis (?),3,1.22,0.57
Praia da Ferradura,Halodule uninervis (?),12,1.24,0.19
Praia da Ferradura,Halodule uninervis (?),21,1.57,0.42
Praia da Ferradura,Halodule uninervis (?),30,1.34,1.33
Praia da Ferradura,Halodule uninervis (?),42,1.25,0.32
Praia da Ferradura,Halodule uninervis (?),54,1.4,0.47
Santa Cruz,Halodule uninervis (?),0,1.02,1.85
Santa Cruz,Halodule uninervis (?),10,0.8,1.6
Santa Cruz,Halodule uninervis (?),20,0.93,1.55
Santa Cruz,Halodule uninervis (?),30,1.02,1.4
Santa Cruz,Halodule uninervis (?),40,0.85,1.85
Santa Cruz,Halodule uninervis (?),50,0.84,2.42
Arraial do Cabo,Halodule uninervis (?),0,0.86,0.64
Arraial do Cabo,Halodule uninervis (?),3,1.1,0.38
Arraial do Cabo,Halodule uninervis (?),9,1.27,0.32
Arraial do Cabo,Halodule uninervis (?),15,1.3,0.25
Arraial do Cabo,Halodule uninervis (?),21,1.32,0.33
Arraial do Cabo,Halodule uninervis (?),27,1.32,0.23
Arraial do Cabo,Halodule uninervis (?),33,1.36,0.19
Arraial do Cabo,Halodule uninervis (?),39,1.08,0.23
Manguinhos,Halodule uninervis (?),0,0.72,0.87
Manguinhos,Halodule uninervis (?),3,0.94,0.81
Manguinhos,Halodule uninervis (?),9,1.22,0.7
Manguinhos,Halodule uninervis (?),15,1.22,0.73
Manguinhos,Halodule uninervis (?),21,1.46,0.24
Manguinhos,Halodule uninervis (?),27,1.1,0.44
Manguinhos,Halodule uninervis (?),33,1.2,0.18
Manguinhos,Halodule uninervis (?),39,1.56,0.19
Praia dos Ossos,Halodule uninervis (?),0,0.92,0.95
Praia dos Ossos,Halodule uninervis (?),3,1.12,0.71
Praia dos Ossos,Halodule uninervis (?),9,1.27,0.95
Praia dos Ossos,Halodule uninervis (?),15,1.03,1.05
Praia dos Ossos,Halodule uninervis (?),21,0.73,1.81
Praia dos Ossos,Halodule uninervis (?),27,0.88,1.2
Praia dos Ossos,Halodule uninervis (?),33,0.93,1.09
Praia dos Ossos,Halodule uninervis (?),39,0.61,0.53
Urca,Halophila decipiens,0,1.18,0.71
Urca,Halophila decipiens,6,1.36,0.92
Urca,Halophila decipiens,12,1.43,0.38
Urca,Halophila decipiens,18,1.43,0.71
Urca,Halophila decipiens,24,1.37,0.04
Urca,Halophila decipiens,30,1.45,0.03
Urca,Halophila decipiens,39,1.38,0.18
Urca,Halophila decipiens,48,1.36,0.04
Urca,Halophila decipiens,57,1.4,0.86
#AL,Halophila ovalis,0.7875,1.19,0.68
#AL,Halophila ovalis,4.725,1.22,0.17
#AL,Halophila ovalis,11.8125,1.39,0.17
#AL,Halophila ovalis,19.6875,1,0.09
#AL,Halophila ovalis,27.5625,1.49,0.11
#AL,Halophila ovalis,35.4375,1.27,0.08
#AL,Halophila ovalis,43.3125,1.36,0.08
#AL,Halophila ovalis,55.125,1.35,0.07
#AM,Halophila ovalis,0.90625,0.9,0.27
#AM,Halophila ovalis,5.4375,1.3,0.19
#AM,Halophila ovalis,13.59375,1.45,0.13
#AM,Halophila ovalis,22.65625,1.27,0.12
#AM,Halophila ovalis,31.71875,1.56,0.08
#AM,Halophila ovalis,40.78125,1.39,0.13
#AM,Halophila ovalis,49.84375,1.37,0.11
#AP,Halophila ovalis,0.62,0.5,2.87
#AP,Halophila ovalis,3.72,0.49,1.37
#AP,Halophila ovalis,9.3,0.51,1.9
#AP,Halophila ovalis,15.5,0.5,1.76
#AP,Halophila ovalis,21.7,0.48,2.64
#AP,Halophila ovalis,27.9,0.51,2.6
#AP,Halophila ovalis,34.1,0.46,2.22
#AP,Halophila ovalis,43.4,0.35,3.83
#AP,Halophila ovalis,55.8,0.3,3.68
#AQ,Halophila ovalis,0.625,1.22,0.81
#AQ,Halophila ovalis,3.75,1.43,0.81
#AQ,Halophila ovalis,9.375,1.52,0.2
#AQ,Halophila ovalis,15.625,1.37,0.12
#AQ,Halophila ovalis,21.875,1.83,0.11
#AQ,Halophila ovalis,28.125,1.47,0.12
#AQ,Halophila ovalis,34.375,1.36,0.27
#AQ,Halophila ovalis,43.75,1.84,0.06
#AR,Halophila ovalis,0.625,1.4,0.91
#AR,Halophila ovalis,3.75,1.84,0.09
#AR,Halophila ovalis,9.375,1.51,0.09
#AR,Halophila ovalis,15.625,1.93,0.15
#AR,Halophila ovalis,21.875,1.71,0.33
#AR,Halophila ovalis,28.125,1.67,0.2
#AR,Halophila ovalis,34.375,1.43,0.24
#AR,Halophila ovalis,43.75,1.54,0.25
#AT,Halophila ovalis,0.7165,0.96,0.62
#AT,Halophila ovalis,4.299,1.81,0.15
#AT,Halophila ovalis,10.7475,1.74,0.24
#AT,Halophila ovalis,17.9125,1.91,0.22
#AT,Halophila ovalis,25.0775,2.01,0.09
#AT,Halophila ovalis,32.2425,2.18,0.05
#AT,Halophila ovalis,39.4075,2.21,0.16
#AT,Halophila ovalis,50.155,1.96,0.12
#AU,Halophila ovalis,0.575,1.15,0.93
#AU,Halophila ovalis,3.45,1.66,0.09
#AU,Halophila ovalis,8.625,1.76,0.12
#AU,Halophila ovalis,14.375,1.77,0.13
#AU,Halophila ovalis,20.125,1.92,0.13
#AU,Halophila ovalis,25.875,1.82,0.07
#AU,Halophila ovalis,31.625,1.88,0.14
#AU,Halophila ovalis,40.25,1.94,0.09
#AU,Halophila ovalis,51.75,1.64,0.06
#AW,Halophila ovalis,0.55,0.66,0.98
#AW,Halophila ovalis,3.3,1.68,0.14
#AW,Halophila ovalis,8.25,1.54,0.04
#AW,Halophila ovalis,13.75,1.81,0.16
#AW,Halophila ovalis,19.25,1.58,0.3
#AW,Halophila ovalis,24.75,1.37,0.52
#AW,Halophila ovalis,30.25,1.32,1.12
#AW,Halophila ovalis,38.5,1.07,0.56
#AW,Halophila ovalis,49.5,1.17,0.99
Ho1,Halophila ovalis,1,1.69,0.28
Ho1,Halophila ovalis,3,1.71,0.25
Ho1,Halophila ovalis,5,1.76,0.19
Ho1,Halophila ovalis,7,1.72,0.14
Ho1,Halophila ovalis,9,1.75,0.18
Ho1,Halophila ovalis,11,1.72,0.27
Ho1,Halophila ovalis,13,1.75,0.19
Ho1,Halophila ovalis,15,1.65,0.27
Ho1,Halophila ovalis,17,1.69,0.21
Ho1,Halophila ovalis,19,1.8,0.18
Ho2,Halophila ovalis,1,1.74,0.24
Ho2,Halophila ovalis,3,1.67,0.29
Ho2,Halophila ovalis,5,1.62,0.25
Ho2,Halophila ovalis,7,1.74,0.32
Ho2,Halophila ovalis,9,1.7,0.27
Ho2,Halophila ovalis,11,1.72,0.3
Ho2,Halophila ovalis,13,1.76,0.29
Ho2,Halophila ovalis,15,1.7,0.26
Ho2,Halophila ovalis,17,1.71,0.31
Ho2,Halophila ovalis,19,1.75,0.34
Ho3,Halophila ovalis,1,1.65,0.28
Ho3,Halophila ovalis,3,1.66,0.27
Ho3,Halophila ovalis,5,1.67,0.2
Ho3,Halophila ovalis,7,1.72,0.26
Ho3,Halophila ovalis,9,1.75,0.24
Ho3,Halophila ovalis,11,1.68,0.3
Ho3,Halophila ovalis,13,1.74,0.26
Ho3,Halophila ovalis,15,1.67,0.2
Ho3,Halophila ovalis,17,1.74,0.26
Ho3,Halophila ovalis,19,1.71,0.26
Ho1M,Halophila ovalis,1,1.26,0.34
Ho1M,Halophila ovalis,3,1.34,0.3
Ho1M,Halophila ovalis,5,1.27,0.57
Ho1M,Halophila ovalis,7,1.32,0.12
Ho1M,Halophila ovalis,9,1.32,0.17
Ho1M,Halophila ovalis,11,1.32,0.2
Ho1M,Halophila ovalis,13,1.27,0.27
Ho1M,Halophila ovalis,15,1.38,0
Ho1M,Halophila ovalis,17,1.38,0
Ho1M,Halophila ovalis,19,1.31,0
Ho2M,Halophila ovalis,1,1.36,0.47
Ho2M,Halophila ovalis,3,1.23,0.36
Ho2M,Halophila ovalis,5,1.32,0.59
Ho2M,Halophila ovalis,7,1.29,0.55
Ho2M,Halophila ovalis,9,1.33,0.7
Ho2M,Halophila ovalis,11,1.07,1.28
Ho2M,Halophila ovalis,13,1.28,0.54
Ho2M,Halophila ovalis,15,1.4,0.3
Ho2M,Halophila ovalis,17,1.36,0.63
Ho2M,Halophila ovalis,19,1.35,0.22
Ho3M,Halophila ovalis,1,1.39,0.36
Ho3M,Halophila ovalis,3,1.35,0.37
Ho3M,Halophila ovalis,5,1.27,0.55
Ho3M,Halophila ovalis,7,1.34,0.29
Ho3M,Halophila ovalis,9,1.35,0.37
Ho3M,Halophila ovalis,11,1.28,0.37
Ho3M,Halophila ovalis,13,1.32,0.27
Ho3M,Halophila ovalis,15,1.36,0.39
Ho3M,Halophila ovalis,17,1.26,0.29
Ho3M,Halophila ovalis,19,1.26,0.53
007AD2,Halophila stipulacea,1,1.39,0.67
007AD2,Halophila stipulacea,4,1.24,0.56
007AD2,Halophila stipulacea,7,1.54,0.65
007AD2,Halophila stipulacea,10,1.72,0.42
007AD2,Halophila stipulacea,13,1.79,0.33
007AD2,Halophila stipulacea,16,1.75,0.01
007AD2,Halophila stipulacea,19,1.73,0.48
007AD2,Halophila stipulacea,22,1.44,0.75
007AD2,Halophila stipulacea,25,1.66,0.26
007AD2,Halophila stipulacea,28,1.74,0.56
007AD2,Halophila stipulacea,31,1.6,0.36
007AD2,Halophila stipulacea,34,1.7,0.77
007AD2,Halophila stipulacea,40,1.61,0.25
007AD2,Halophila stipulacea,46,1.72,0.54
TSA,Halophila stipulacea,0.54585,0.92,0.21
TSA,Halophila stipulacea,1.63755,1.34,0.19
TSA,Halophila stipulacea,2.72925,1.29,0.19
TSA,Halophila stipulacea,3.82095,1.09,0.15
TSA,Halophila stipulacea,4.91265,1.31,0.16
TSA,Halophila stipulacea,6.00435,1.13,0.15
TSA,Halophila stipulacea,7.09605,1.2,0.16
TSA,Halophila stipulacea,8.18775,1.28,0.18
TSA,Halophila stipulacea,9.27945,1.26,0.17
TSA,Halophila stipulacea,10.37115,1.19,0.16
TSA,Halophila stipulacea,11.46285,1.2,0.16
TSA,Halophila stipulacea,12.55455,1.04,0.16
TSA,Halophila stipulacea,13.64625,1.47,0.16
TSA,Halophila stipulacea,14.73795,1.12,0.18
TSA,Halophila stipulacea,15.82965,1.38,0.17
TSA,Halophila stipulacea,16.92135,1.28,0.14
TSA,Halophila stipulacea,18.01305,1.4,0.17
TSA,Halophila stipulacea,19.10475,1.4,0.15
TSA,Halophila stipulacea,20.19645,1.2,0.14
TSA,Halophila stipulacea,21.28815,1.38,0.49
TSA,Halophila stipulacea,22.37985,1.28,0.32
TSA,Halophila stipulacea,23.47155,1.36,0.15
TSA,Halophila stipulacea,24.56325,1.24,0.16
TSA,Halophila stipulacea,25.65495,1.41,0.16
TSA,Halophila stipulacea,26.74665,1.31,0.15
TSA,Halophila stipulacea,27.83835,1.31,0.14
TSA,Halophila stipulacea,28.93005,1.18,0.14
TSA,Halophila stipulacea,30.02175,1.44,0.14
TSA,Halophila stipulacea,31.11345,1.12,0.16
TSA,Halophila stipulacea,32.20515,1.24,0.18
TSA,Halophila stipulacea,33.29685,1.39,0.15
TSA,Halophila stipulacea,34.38855,1.31,0.11
TSA,Halophila stipulacea,35.48025,1.27,0.15
TSA,Halophila stipulacea,36.57195,1.2,0.2
TSA,Halophila stipulacea,37.66365,1.33,0.18
TSA,Halophila stipulacea,38.75535,1.53,0.16
TSA,Halophila stipulacea,39.84705,1.19,0.13
TSA,Halophila stipulacea,40.93875,1.54,0.11
TSA,Halophila stipulacea,42.03045,1.22,0.11
TSA,Halophila stipulacea,43.12215,1.39,0.11
TSA,Halophila stipulacea,44.21385,1.33,0.11
TSA,Halophila stipulacea,45.30555,1.28,0.11
TSA,Halophila stipulacea,46.39725,1.46,0.11
TSA,Halophila stipulacea,47.48895,1.61,0.11
TSA,Halophila stipulacea,48.58065,1.3,0.12
TSA,Halophila stipulacea,49.67235,1.27,0.12
AHS7,Halophila stipulacea,0.51665,0.67,0.51
AHS7,Halophila stipulacea,1.54995,0.62,0.55
AHS7,Halophila stipulacea,2.58325,0.39,0.51
AHS7,Halophila stipulacea,3.61655,0.51,0.49
AHS7,Halophila stipulacea,4.64985,0.83,0.52
AHS7,Halophila stipulacea,5.68315,1.05,0.51
AHS7,Halophila stipulacea,6.71645,0.91,0.49
AHS7,Halophila stipulacea,7.74975,1.04,0.49
AHS7,Halophila stipulacea,8.78305,0.76,0.52
AHS7,Halophila stipulacea,9.81635,0.93,0.47
AHS7,Halophila stipulacea,10.84965,0.98,0.46
AHS7,Halophila stipulacea,11.88295,1.04,0.42
AHS7,Halophila stipulacea,12.91625,0.83,0.43
AHS7,Halophila stipulacea,13.94955,1.04,0.41
AHS7,Halophila stipulacea,14.98285,0.83,0.43
AHS7,Halophila stipulacea,16.01615,1.17,0.41
AHS7,Halophila stipulacea,17.04945,0.77,0.38
AHS7,Halophila stipulacea,18.08275,0.96,0.34
AHS7,Halophila stipulacea,19.11605,0.72,0.28
AHS7,Halophila stipulacea,20.14935,1.12,0.32
AHS7,Halophila stipulacea,21.18265,0.95,0.32
AHS7,Halophila stipulacea,22.21595,0.95,0.31
AHS7,Halophila stipulacea,23.24925,0.97,0.3
AHS7,Halophila stipulacea,24.28255,0.99,0.28
AHS7,Halophila stipulacea,25.31585,0.87,0.3
AHS7,Halophila stipulacea,26.34915,0.98,0.31
AHS7,Halophila stipulacea,27.38245,1,0.33
AHS7,Halophila stipulacea,28.41575,0.9,0.34
AHS7,Halophila stipulacea,29.44905,0.97,0.33
AHS7,Halophila stipulacea,30.48235,0.76,0.31
AHS7,Halophila stipulacea,31.51565,0.96,0.3
AHS7,Halophila stipulacea,32.54895,1.04,0.29
AHS7,Halophila stipulacea,33.58225,1,0.3
AHS7,Halophila stipulacea,34.61555,1.03,0.32
AHS7,Halophila stipulacea,35.64885,1.02,0.3
AHS7,Halophila stipulacea,36.68215,1,0.28
AHS7,Halophila stipulacea,37.71545,1.05,0.26
AHS7,Halophila stipulacea,38.74875,1.09,0.24
AHS7,Halophila stipulacea,39.78205,0.99,0.26
AHS7,Halophila stipulacea,40.81535,1.11,0.28
AHS7,Halophila stipulacea,41.84865,1.06,0.27
AHS7,Halophila stipulacea,42.88195,1.16,0.27
AHS7,Halophila stipulacea,43.91525,1.26,0.28
AHS7,Halophila stipulacea,44.94855,1.09,0.29
AHS7,Halophila stipulacea,45.98185,1.18,0.29
AHS7,Halophila stipulacea,47.01515,0.95,0.29
AHS7,Halophila stipulacea,48.04845,1.02,0.32
AHS7,Halophila stipulacea,49.08175,0.9,0.36
AHS7,Halophila stipulacea,50.11505,1.01,0.31
AHS9,Halophila stipulacea,0.57145,1.08,0.57
AHS9,Halophila stipulacea,1.71435,0.7,0.6
AHS9,Halophila stipulacea,2.85725,0.63,0.53
AHS9,Halophila stipulacea,4.00015,0.72,0.54
AHS9,Halophila stipulacea,5.14305,0.64,0.52
AHS9,Halophila stipulacea,6.28595,0.64,0.46
AHS9,Halophila stipulacea,7.42885,0.64,0.42
AHS9,Halophila stipulacea,8.57175,0.84,0.5
AHS9,Halophila stipulacea,9.71465,0.86,0.53
AHS9,Halophila stipulacea,10.85755,0.61,0.49
AHS9,Halophila stipulacea,12.00045,1.05,0.51
AHS9,Halophila stipulacea,13.14335,0.96,0.5
AHS9,Halophila stipulacea,14.28625,0.87,0.52
AHS9,Halophila stipulacea,15.42915,0.94,0.54
AHS9,Halophila stipulacea,16.57205,0.68,0.51
AHS9,Halophila stipulacea,17.71495,0.79,0.48
AHS9,Halophila stipulacea,18.85785,0.67,0.54
AHS9,Halophila stipulacea,20.00075,0.76,0.49
AHS9,Halophila stipulacea,21.14365,0.87,0.49
AHS9,Halophila stipulacea,22.28655,0.81,0.51
AHS9,Halophila stipulacea,23.42945,0.73,0.49
AHS9,Halophila stipulacea,24.57235,0.9,0.47
AHS9,Halophila stipulacea,25.71525,0.77,0.45
AHS9,Halophila stipulacea,26.85815,0.84,0.43
AHS9,Halophila stipulacea,28.00105,0.87,0.42
AHS9,Halophila stipulacea,29.14395,0.9,0.41
AHS9,Halophila stipulacea,30.28685,0.78,0.4
AHS9,Halophila stipulacea,31.42975,0.96,0.4
AHS9,Halophila stipulacea,32.57265,0.96,0.39
AHS9,Halophila stipulacea,33.71555,0.99,0.38
AHS9,Halophila stipulacea,34.85845,0.9,0.4
AHS9,Halophila stipulacea,36.00135,0.92,0.42
AHS9,Halophila stipulacea,37.14425,0.92,0.4
AHS9,Halophila stipulacea,38.28715,0.81,0.38
AHS9,Halophila stipulacea,39.43005,0.78,0.38
AHS9,Halophila stipulacea,40.57295,0.8,0.38
AHS9,Halophila stipulacea,41.71585,0.7,0.36
AHS9,Halophila stipulacea,42.85875,0.86,0.34
AHS9,Halophila stipulacea,44.00165,0.91,0.36
AHS9,Halophila stipulacea,45.14455,0.81,0.37
AHS9,Halophila stipulacea,46.28745,0.83,0.36
AHS9,Halophila stipulacea,47.43035,0.93,0.35
AHS9,Halophila stipulacea,48.57325,0.99,0.35
AHS9,Halophila stipulacea,49.71615,1.05,0.34
007AD1,Halophila stipulacea,1,0.66,2.32
007AD1,Halophila stipulacea,4,1.34,0.16
007AD1,Halophila stipulacea,7,1.56,0.49
007AD1,Halophila stipulacea,10,1.54,0.37
007AD1,Halophila stipulacea,13,1.68,0.59
007AD1,Halophila stipulacea,16,1.59,0.36
007AD1,Halophila stipulacea,19,1.6,0.31
007AD1,Halophila stipulacea,22,1.45,0.12
#V,Posidonia australis,0.755,0.34,1.42
#V,Posidonia australis,2.265,0.42,2.81
#V,Posidonia australis,5.285,0.4,3.69
#V,Posidonia australis,11.325,0.53,2.88
#V,Posidonia australis,18.875,0.51,3.06
#V,Posidonia australis,26.425,0.63,2.98
#V,Posidonia australis,33.975,0.59,1.56
#V,Posidonia australis,41.525,0.59,2.85
#V,Posidonia australis,52.85,0.98,1.4
#W,Posidonia australis,0.88985,1.01,1
#W,Posidonia australis,2.66955,0.28,1.52
#W,Posidonia australis,6.22895,0.51,2.95
#W,Posidonia australis,13.34775,0.65,2.29
#W,Posidonia australis,22.24625,0.71,2.79
#W,Posidonia australis,31.14475,0.67,1.43
#W,Posidonia australis,40.04325,0.79,1.53
#W,Posidonia australis,48.94175,0.89,2.44
#X,Posidonia australis,0.83985,0.48,2.25
#X,Posidonia australis,2.51955,0.47,1.66
#X,Posidonia australis,5.87895,0.68,1.02
#X,Posidonia australis,12.59775,0.42,2.21
#X,Posidonia australis,20.99625,0.36,3.75
#X,Posidonia australis,29.39475,0.42,2.76
#X,Posidonia australis,37.79325,0.61,3.21
#X,Posidonia australis,46.19175,0.66,2.27
#Y,Posidonia australis,0.5665,0.82,0.97
#Y,Posidonia australis,3.399,1.2,1.34
#Y,Posidonia australis,8.4975,0.82,0.94
#Y,Posidonia australis,14.1625,1.15,0.42
#Y,Posidonia australis,19.8275,0.97,1.49
#Y,Posidonia australis,25.4925,0.99,0.82
#Y,Posidonia australis,31.1575,1.13,0.88
#Y,Posidonia australis,39.655,1.3,0.52
#Y,Posidonia australis,50.985,1.12,0.32
#Z,Posidonia australis,0.5625,0.92,0.87
#Z,Posidonia australis,3.375,0.6,2.43
#Z,Posidonia australis,8.4375,1.02,0.91
#Z,Posidonia australis,14.0625,0.92,1.34
#Z,Posidonia australis,19.6875,1.24,0.39
#Z,Posidonia australis,25.3125,1.25,0.34
#Z,Posidonia australis,30.9375,1.03,0.5
#Z,Posidonia australis,39.375,1.47,0.47
#Z,Posidonia australis,50.625,1.18,0.3
#AA,Posidonia australis,0.564,1.18,0.77
#AA,Posidonia australis,3.384,0.79,0.8
#AA,Posidonia australis,8.46,0.92,1.6
#AA,Posidonia australis,14.1,0.98,1.05
#AA,Posidonia australis,19.74,1.2,2.92
#AA,Posidonia australis,25.38,1.18,0.73
#AA,Posidonia australis,31.02,1.11,0.89
#AA,Posidonia australis,39.48,1.64,0.25
#AA,Posidonia australis,50.76,0.98,0.41
#AF,Posidonia australis,0.8,0.18,5.08
#AF,Posidonia australis,4.8,0.29,2.72
#AF,Posidonia australis,12,0.56,1.72
#AF,Posidonia australis,20,0.63,1.6
#AF,Posidonia australis,28,1.2,0.4
#AF,Posidonia australis,36,1.6,0.14
#AF,Posidonia australis,44,2.01,0.03
#AF,Posidonia australis,56,1.4,0.03
#AH,Posidonia australis,0.7362,0.28,7.36
#AH,Posidonia australis,4.4172,0.39,3.88
#AH,Posidonia australis,11.043,0.28,3.54
#AH,Posidonia australis,18.405,0.66,2.7
#AH,Posidonia australis,25.767,0.76,2.03
#AH,Posidonia australis,33.129,1,2.26
#AH,Posidonia australis,40.491,1.24,0.98
#AH,Posidonia australis,51.534,1.76,0.17
#AX,Posidonia australis,0.6335,0.8,1.17
#AX,Posidonia australis,3.801,0.62,2.48
#AX,Posidonia australis,9.5025,0.97,1.73
#AX,Posidonia australis,15.8375,1.04,1.32
#AX,Posidonia australis,22.1725,1.13,0.66
#AX,Posidonia australis,28.5075,0.84,0.57
#AX,Posidonia australis,34.8425,1.12,0.17
#AX,Posidonia australis,44.345,1.17,0.14
#AY,Posidonia australis,0.65,0.69,2.83
#AY,Posidonia australis,3.9,0.62,1.22
#AY,Posidonia australis,9.75,0.73,1.28
#AY,Posidonia australis,16.25,0.71,2.31
#AY,Posidonia australis,22.75,0.85,0.19
#AY,Posidonia australis,29.25,1.15,0.32
#AY,Posidonia australis,35.75,1.07,0.14
#AY,Posidonia australis,45.5,1.01,0.32
#AZ,Posidonia australis,0.655,0.42,4.41
#AZ,Posidonia australis,3.93,0.59,1.03
#AZ,Posidonia australis,9.825,0.95,0.3
#AZ,Posidonia australis,16.375,1.04,0.14
#AZ,Posidonia australis,22.925,0.86,0.45
#AZ,Posidonia australis,29.475,0.75,0.86
#AZ,Posidonia australis,36.025,0.85,0.29
#AZ,Posidonia australis,45.85,0.88,0.2
#BA,Posidonia australis,0.6375,0.59,0.27
#BA,Posidonia australis,3.825,0.53,0.89
#BA,Posidonia australis,9.5625,0.98,1.91
#BA,Posidonia australis,15.9375,0.65,0.28
#BA,Posidonia australis,22.3125,0.89,1.38
#BA,Posidonia australis,28.6875,1.04,1.19
#BA,Posidonia australis,35.0625,1.13,0.3
#BA,Posidonia australis,44.625,0.9,0.68
#BB,Posidonia australis,0.6415,0.74,1.95
#BB,Posidonia australis,3.849,0.66,0.3
#BB,Posidonia australis,9.6225,0.9,1.48
#BB,Posidonia australis,16.0375,1.06,0.84
#BB,Posidonia australis,22.4525,1.14,1.32
#BB,Posidonia australis,28.8675,1.26,0.53
#BB,Posidonia australis,35.2825,1.15,0.61
#BB,Posidonia australis,44.905,1.26,0.05
#BC,Posidonia australis,0.6165,0.59,3.19
#BC,Posidonia australis,3.699,0.64,0.56
#BC,Posidonia australis,9.2475,0.93,1.58
#BC,Posidonia australis,15.4125,0.95,1.53
#BC,Posidonia australis,21.5775,0.82,0.96
#BC,Posidonia australis,27.7425,0.89,0.94
#BC,Posidonia australis,33.9075,0.85,1.01
#BC,Posidonia australis,43.155,1.19,0.96
#BC,Posidonia australis,55.485,1.19,1.75
#BD,Posidonia australis,0.6,0.65,1.09
#BD,Posidonia australis,3.6,1.36,0.17
#BD,Posidonia australis,9,1.22,1.46
#BD,Posidonia australis,15,0.63,2.74
#BD,Posidonia australis,21,1.19,1.12
