CoreID,Species,Depth_centre_slice,Dry_bulk_density,Organic_carbon
ThCr1,"Thalassia hemprichii, Cymodocea rotundata",19,1.76,0.32
ThCr2,"Thalassia hemprichii, Cymodocea rotundata",1,1.58,0.37
ThCr2,"Thalassia hemprichii, Cymodocea rotundata",3,1.67,0.33
ThCr2,"Thalassia hemprichii, Cymodocea rotundata",5,1.76,0.28
ThCr2,"Thalassia hemprichii, Cymodocea rotundata",7,1.66,0.16
ThCr2,"Thalassia hemprichii, Cymodocea rotundata",9,1.7,0.19
ThCr2,"Thalassia hemprichii, Cymodocea rotundata",11,1.71,0.49
ThCr2,"Thalassia hemprichii, Cymodocea rotundata",13,1.72,0.13
ThCr2,"Thalassia hemprichii, Cymodocea rotundata",15,1.79,0.17
ThCr2,"Thalassia hemprichii, Cymodocea rotundata",17,1.78,0.22
ThCr2,"Thalassia hemprichii, Cymodocea rotundata",19,1.77,0.18
ThCr3,"Thalassia hemprichii, Cymodocea rotundata",1,1.7,0.35
ThCr3,"Thalassia hemprichii, Cymodocea rotundata",3,1.69,0.23
ThCr3,"Thalassia hemprichii, Cymodocea rotundata",5,1.7,0.22
ThCr3,"Thalassia hemprichii, Cymodocea rotundata",7,1.75,0.22
ThCr3,"Thalassia hemprichii, Cymodocea rotundata",9,1.73,0.2
ThCr3,"Thalassia hemprichii, Cymodocea rotundata",11,1.69,0.21
ThCr3,"Thalassia hemprichii, Cymodocea rotundata",13,1.73,0.34
ThCr3,"Thalassia hemprichii, Cymodocea rotundata",15,1.72,0.35
ThCr3,"Thalassia hemprichii, Cymodocea rotundata",17,1.74,0.49
ThCr3,"Thalassia hemprichii, Cymodocea rotundata",19,1.7,0.4
ThCr1M,"Thalassia hemprichii, Cymodocea rotundata",1,1.23,0.14
ThCr1M,"Thalassia hemprichii, Cymodocea rotundata",3,1.42,0.16
ThCr1M,"Thalassia hemprichii, Cymodocea rotundata",5,1.22,0.29
ThCr1M,"Thalassia hemprichii, Cymodocea rotundata",7,1.3,0.28
ThCr1M,"Thalassia hemprichii, Cymodocea rotundata",9,1.27,0.47
ThCr1M,"Thalassia hemprichii, Cymodocea rotundata",11,1.18,0.34
ThCr1M,"Thalassia hemprichii, Cymodocea rotundata",13,1.2,0.37
ThCr1M,"Thalassia hemprichii, Cymodocea rotundata",15,1.28,0.24
ThCr1M,"Thalassia hemprichii, Cymodocea rotundata",17,1.27,0.25
ThCr1M,"Thalassia hemprichii, Cymodocea rotundata",19,1.31,0.31
ThCr2M,"Thalassia hemprichii, Cymodocea rotundata",1,1.17,0.13
ThCr2M,"Thalassia hemprichii, Cymodocea rotundata",3,1.27,0.21
ThCr2M,"Thalassia hemprichii, Cymodocea rotundata",5,1.41,0.33
ThCr2M,"Thalassia hemprichii, Cymodocea rotundata",7,1.23,0.38
ThCr2M,"Thalassia hemprichii, Cymodocea rotundata",9,1.26,0.37
ThCr2M,"Thalassia hemprichii, Cymodocea rotundata",11,1.27,0.21
ThCr2M,"Thalassia hemprichii, Cymodocea rotundata",13,1.27,0.32
ThCr2M,"Thalassia hemprichii, Cymodocea rotundata",15,1.28,0.4
ThCr2M,"Thalassia hemprichii, Cymodocea rotundata",17,1.28,0.29
ThCr2M,"Thalassia hemprichii, Cymodocea rotundata",19,1.33,0.4
ThCr3M,"Thalassia hemprichii, Cymodocea rotundata",1,1.15,0.21
ThCr3M,"Thalassia hemprichii, Cymodocea rotundata",3,1.35,0.21
ThCr3M,"Thalassia hemprichii, Cymodocea rotundata",5,1.38,0.25
ThCr3M,"Thalassia hemprichii, Cymodocea rotundata",7,1.22,0.43
ThCr3M,"Thalassia hemprichii, Cymodocea rotundata",9,1.3,0.53
ThCr3M,"Thalassia hemprichii, Cymodocea rotundata",11,1.08,0.67
ThCr3M,"Thalassia hemprichii, Cymodocea rotundata",13,1.18,0.26
ThCr3M,"Thalassia hemprichii, Cymodocea rotundata",15,1.36,0.19
ThCr3M,"Thalassia hemprichii, Cymodocea rotundata",17,1.35,0.15
ThCr3M,"Thalassia hemprichii, Cymodocea rotundata",19,1.29,0.02
